feature,importance
slope,0.21740784493975462
elevation,0.20385259021749041
rain_30d,0.18200674275001558
rain_14d,0.1212997886035541
rain_7d,0.11908036850718769
rain_3d,0.06129322175963144
rainfall,0.05023124730793416
rain_7d_max,0.04482819591443189
